"","dir","region","text","discRole","evBasis","antPres","antText","antEmbed","antMod","antNeg","antSubj","emb","embTense","embSubj","comText","comMod","comNeg","comSubj","subjPred","subjPredType","ovExp","ovExpExp","ovExpInt","target","fullText","Speaker","F0","Start","End","Duration"
"92","Popcast3",36,"yeah",NA,"1stPerson",NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"yeah","JC2: all the Popcasts about Lana, basically. 
CG: {LG} 
JC1: Fair, fair. J P, best Lana album? 
JP: I'm not sure, because I like a lot of them 
JC1: Ultraviolence, <<yeah>> 
JP: Ultraviolence; I like the album with the strings, which is, I would bear within the k-- album that came out this year. So, I don't know about her best, definitely up there. 
JC2: Focused. 
JP: Yeah, that's -- that's the thing, 

","JC1",NA,276.9277096,277.33,402.2903949
"93","Popcast3",37,"yeah",NA,"1stPerson",NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"yeah","JC1: Ultraviolence, yeah. 
JP: Ultraviolence; I like the album with the strings, which is, I would bear within the k-- album that came out this year. So, I don't know about her best, definitely up there. 
JC2: Focused. 
JP: <<yeah>> that's -- that's the thing, it's so high concept. The hip-hop affectations that were in a lot of the others felt like 'I'm adding this because it's contemporary' 
JC2: Which we talked about a little bit on our GRAMMYs 

","JP",222.4927345,287.26,287.53,270
"94","Popcast3",38,"yeah","ContentAgreement","1stPerson","Present",NA,FALSE,"None",FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"yeah","JP: thing, it's so high concept. The hip-hop affectations that were in a lot of the others felt like 'I'm adding this because it's contemporary' 
JC2: Which we talked about a little bit on our GRAMMYs popcast. 
JC1: <<yeah>> sure. 
JP: Yeah, and this time it's not there, not distracting you. Also, she just had more time to think about everything, and the songs are really melodically solid. 

","JC1",196.1518365,298.11,298.47,360
"95","Popcast3",39,"sure","ContentAgreement","1stPerson","Present",NA,FALSE,"None",FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"sure","JP: it's so high concept. The hip-hop affectations that were in a lot of the others felt like 'I'm adding this because it's contemporary' 
JC2: Which we talked about a little bit on our GRAMMYs popcast. 
JC1: Yeah, <<sure>> 
JP: Yeah, and this time it's not there, not distracting you. Also, she just had more time to think about everything, and the songs are really melodically solid. 
JC1: Better 

","JC1",101.0391852,298.47,298.719,249
"96","Popcast3",40,"yeah","Phatic","1stPerson",NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"yeah","JP: high concept. The hip-hop affectations that were in a lot of the others felt like 'I'm adding this because it's contemporary' 
JC2: Which we talked about a little bit on our GRAMMYs popcast. 
JC1: Yeah, sure. 
JP: <<yeah>> and this time it's not there, not distracting you. Also, she just had more time to think about everything, and the songs are really melodically solid. 
JC1: Better songwriting. 

","JP",207.612301,298.1120551,298.4904501,378.3949577
"97","Popcast4",1,"right","NotParticle",NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"right","JC1: of the music feels like it is, after a little bit of pendulum swinging, has like settled on like, uh, I hate to say it, but like a vibration that is like the <<right>> vibration for Lana Del Rey. And so, I don't know if I enjoy this record more than say, Ultraviolence, but I think it is maybe a better, 

","JC1",86.26331083,50.76,51.09,330
"98","Popcast4",2,"mm","Answer","1stPerson",NA,"bartender",FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"mm","JC1: Go ahead. 
JC2: Bartender? 
JC1: <<mm>> Mhm. Let's do it. 

","JC1",114.9737202,72.78266507,73.29722799,514.5629215
"99","Popcast4",3,"mhm","Answer","1stPerson","Present","bartender",FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"mhm","JC1: Go ahead. 
JC2: Bartender? 
JC1: Mm. <<mhm>> Let's do it. 

","JC1",113.4563861,73.65179872,73.93606664,284.2679154
"100","Popcast4",4,"okay","BehaviorAgreement","1stPerson",NA,"jon caramanica brittany howard jon caramanica santana",FALSE,"None",FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"okay","JC1: think. 
JC2: I want, actually, Caramanica to talk about the rest of J P's list, and vice versa. 
JC1: {LG} 
CG: {LG} 
JC2: Jon Caramanica, Brittany Howard, Jon Caramanica, Santana- 
JC1: <<okay>> I have- 
JC2: -Jon Caramanica, Sudan Archives, go. 
CG: {LG} 
JC1: Okay, uh -- the Brittany Howard record felt skeletal to me in a way that I just couldn't find an entry point 

","JC1",144.1570827,134.9485523,135.079,130.4476663
"101","Popcast4",5,"okay",NA,"1stPerson",NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,"okay","JC2: list, and vice versa. 
JC1: {LG} 
CG: {LG} 
JC2: Jon Caramanica, Brittany Howard, Jon Caramanica, Santana- 
JC1: Okay, I have- 
JC2: -Jon Caramanica, Sudan Archives, go. 
CG: {LG} 
JC1: <<okay>> uh -- the Brittany Howard record felt skeletal to me in a way that I just couldn't find an entry point into it. Alabama Shakes, to me, was always a group 

","JC1",NA,137.9689822,138.3671554,398.1732346
"102","Popcast4",6,NA,"Phatic",NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"right","JC1: like a tiny bit cerebral about this solo record for me. Santana, I did not listen to. Sudan Archives is good, but I didn't listen to it more than once. 
JC2: All <<right>> J P. 
JP: Oh, okay. 
CG: Your -- your rebuttal? {LG} 
JP: {LG} Point, counter point. 
JC1: Take -- take me down, take me down. 
JC2: {NI} 
JC1: {LG} 
CG: {LG} 
JC2: Wait a minute, 

","JC2",89.40692258,176.855,177.005,150
"103","Popcast4",7,NA,NA,"1stPerson",NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"oh","JC1: a tiny bit cerebral about this solo record for me. Santana, I did not listen to. Sudan Archives is good, but I didn't listen to it more than once. 
JC2: All right, J P. 
JP: <<oh>> okay. 
CG: Your -- your rebuttal? {LG} 
JP: {LG} Point, counter point. 
JC1: Take -- take me down, take me down. 
JC2: {NI} 
JC1: {LG} 
CG: {LG} 
JC2: Wait a minute, 

","JP",164.5369538,177.845,178.045,200
"104","Popcast4",8,"okay",NA,"1stPerson","Present",NA,FALSE,"None",FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"okay","JC1: tiny bit cerebral about this solo record for me. Santana, I did not listen to. Sudan Archives is good, but I didn't listen to it more than once. 
JC2: All right, J P. 
JP: Oh, <<okay>> 
CG: Your -- your rebuttal? {LG} 
JP: {LG} Point, counter point. 
JC1: Take -- take me down, take me down. 
JC2: {NI} 
JC1: {LG} 
CG: {LG} 
JC2: Wait a minute, 

","JP",NA,178.045,178.355,310
"105","Popcast4",9,"wait","NotParticle",NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"wait","JC1: listen to it more than once. 
JC2: All right, J P. 
JP: Oh, okay. 
CG: Your -- your rebuttal? {LG} 
JP: {LG} Point, counter point. 
JC1: Take -- take me down, take me down. 
JC2: {NI} 
JC1: {LG} 
CG: {LG} 
JC2: <<wait>> a minute, wait a minute! Wait, did you just cast yourself in a certain role there? 
JC1: I just -- no, I'm worried you did. 
CG: Waldorf and Statler 

","JC2",269.7787176,186.8579219,186.9953017,137.3798039
"106","Popcast4",10,"wait","NotParticle",NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"wait","CG: rebuttal? {LG} 
JP: {LG} Point, counter point. 
JC1: Take -- take me down, take me down. 
JC2: {NI} 
JC1: {LG} 
CG: {LG} 
JC2: Wait a minute, <<wait>> a minute! Wait, did you just cast yourself in a certain role there? 
JC1: I just -- no, I'm worried you did. 
CG: Waldorf and Statler is more- {LG} 
JC2: There we go. That's better, Caryn. 
JP: Okay, so- 
JC1: R I 

","JC2",250.4260973,189.141374,189.8239315,682.5575307
"107","Popcast4",11,"wait",NA,"1stPerson",NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"wait","JP: {LG} Point, counter point. 
JC1: Take -- take me down, take me down. 
JC2: {NI} 
JC1: {LG} 
CG: {LG} 
JC2: Wait a minute, wait a minute! <<wait>> did you just cast yourself in a certain role there? 
JC1: I just -- no, I'm worried you did. 
CG: Waldorf and Statler is more- {LG} 
JC2: There we go. That's better, Caryn. 
JP: Okay, so- 
JC1: R I P {NI}. 

","JC2",138.8167976,190.1961864,190.355,158.8135521
"108","Popcast4",12,"no","Answer","1stPerson","Present",NA,FALSE,"None",FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"no","JC1: down, take me down. 
JC2: {NI} 
JC1: {LG} 
CG: {LG} 
JC2: Wait a minute, wait a minute! Wait, did you just cast yourself in a certain role there? 
JC1: I just <<no>> I'm worried you did. 
CG: Waldorf and Statler is more- {LG} 
JC2: There we go. That's better, Caryn. 
JP: Okay, so- 
JC1: R I P {NI}. 
JP: Let's -- let's talk Brittany. First of all, voice 

","JC1",253.3301971,192.665,193.0460244,381.0243618
"109","Popcast4",13,"okay","Phatic",NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"okay","JC2: wait a minute! Wait, did you just cast yourself in a certain role there? 
JC1: I just -- no, I'm worried you did. 
CG: Waldorf and Statler is more- {LG} 
JC2: There we go. That's better, Caryn. 
JP: <<okay>> so- 
JC1: R I P {NI}. 
JP: Let's -- let's talk Brittany. First of all, voice is amazing. Second of all, how dare you call something skeletal when you're listening to Bad Bunny records with like a reggae 

","JP",148.1044605,198.865,199.295,430
"110","Popcast4",14,NA,NA,"1stPerson",NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"right","JP: most of it. So I -- I think she hits a lot of really beautiful extremes on this album. So that's that album. The Santana album, you should have listened to it. 
JC1: I don't doubt it, I don't doubt that you're <<right>> 
JP: The guitar is on fire. The guitar is- 
JC1: I read your feature about it. I thought that was really good feature. 
JP: Oh, thank you. But the guitar tone on the album is -- is like, angriest, craziest burn-down-the-walls tone 

","JC1",110.0891537,246.42,246.66,240
"111","Popcast4",15,"oh","BehaviorSurprise","1stPerson","Present",NA,FALSE,"Belief",FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"oh","JP: this album. So that's that album. The Santana album, you should have listened to it. 
JC1: I don't doubt it, I don't doubt that you're right. 
JP: The guitar is on fire. The guitar is- 
JC1: I read your feature about it. I thought that was really good feature. 
JP: <<oh>> thank you. But the guitar tone on the album is -- is like, angriest, craziest burn-down-the-walls tone that he's used in maybe a decade, weak as another singer 

","JP",233.482051,250.41,250.48,70
"112","Popcast4",16,"all right","Phatic",NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"right","JP: angriest, craziest burn-down-the-walls tone that he's used in maybe a decade, weak as another singer who scales the highs and lows. 
JC1: All <<right>> Can we play something that's particularly ripping on this record, on the Santana record? 
JP: Sure, let's go 

","JC1",134.8139877,263.515,263.685,170
"113","Popcast4",17,"sure","Answer","1stPerson","Present",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"sure","JP: tone that he's used in maybe a decade, weak as another singer who scales the highs and lows. 
JC1: All right. Can we play something that's particularly ripping on this record, on the Santana record? 
JP: <<sure>> let's go 

","JP",185.3442019,266.5220494,266.75,227.9506276
"114","Popcast4",18,"yeah","ContentAgreement","1stPerson","Present",NA,FALSE,"None",FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"yeah","JC2: of Bad Bunny, Polo G slash YoungBoy Never Broke Again. Another Jon Caramanica one spot for two albums classic. 
CG: Classic, <<yeah>> 
JC2: And then you got Kim Petras, Clarity, at number four. J P? 
JP: I listened to Bad Bunny and I actually -- I was thinking about Bad Bunny, skeletal, as it is. 
JC1: Mm. 
JP: I like the way he's using all of the 

","CG",178.6616577,402.1318883,402.5018773,369.9890695
"115","Popcast4",19,"mm",NA,"1stPerson",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"mm","JC2: albums classic. 
CG: Classic, yeah. 
JC2: And then you got Kim Petras, Clarity, at number four. J P? 
JP: I listened to Bad Bunny and I actually -- I was thinking about Bad Bunny, skeletal, as it is. 
JC1: <<mm>> 
JP: I like the way he's using all of the Caribbean traditional instruments. 
JC1: Yeah. 
JP: He tucks them in. I -- I think that's a nice broadening of the sound. I am so tired of eight oh eight sounds. 

","JC1",97.82587004,411.156,411.5287052,372.7051775
"116","Popcast4",20,"yeah",NA,"1stPerson",NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"yeah","JC2: number four. J P? 
JP: I listened to Bad Bunny and I actually -- I was thinking about Bad Bunny, skeletal, as it is. 
JC1: Mm. 
JP: I like the way he's using all of the Caribbean traditional instruments. 
JC1: <<yeah>> 
JP: He tucks them in. I -- I think that's a nice broadening of the sound. I am so tired of eight oh eight sounds. Producers of America and the world, please. 
JC1: {LG} 
JC2: There's some eight oh eights on your number one 

","JC1",183.5784337,415.575,415.9234471,348.447074
"117","Popcast4",21,"oh",NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"oh","JP: skeletal, as it is. 
JC1: Mm. 
JP: I like the way he's using all of the Caribbean traditional instruments. 
JC1: Yeah. 
JP: He tucks them in. I -- I think that's a nice broadening of the sound. I am so tired of eight <<oh>> eight sounds. Producers of America and the world, please. 
JC1: {LG} 
JC2: There's some eight oh eights on your number one album of the year. 
CG: {LG} 
JP: Yeah, I know, of course, but, but you know, get yourself a Linn drum machine, get yourself 

","JP",158.6808117,420.4392344,420.56,120.7656405
"118","Popcast4",22,"oh",NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"oh","JP: instruments. 
JC1: Yeah. 
JP: He tucks them in. I -- I think that's a nice broadening of the sound. I am so tired of eight oh eight sounds. Producers of America and the world, please. 
JC1: {LG} 
JC2: There's some eight <<oh>> eights on your number one album of the year. 
CG: {LG} 
JP: Yeah, I know, of course, but, but you know, get yourself a Linn drum machine, get yourself a different- john is throwing the gauntlet down 

","JC2",138.2121397,424.83,424.95,120
"119","Popcast4",23,"yeah",NA,"1stPerson","Present","there's some eight oh eights on your number one album of the year",FALSE,"None",FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"yeah","JP: I -- I think that's a nice broadening of the sound. I am so tired of eight oh eight sounds. Producers of America and the world, please. 
JC1: {LG} 
JC2: There's some eight oh eights on your number one album of the year. 
CG: {LG} 
JP: <<yeah>> I know, of course, but, but you know, get yourself a Linn drum machine, get yourself a different- john is throwing the gauntlet down some new drums in 2020. 

","JP",198.4344489,426.5769367,426.8406539,263.7171515
"120","Popcast4",24,"yes","BehaviorAgreement","1stPerson","Present",NA,FALSE,"None",FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"yes","JP: course, but, but you know, get yourself a Linn drum machine, get yourself a different- john is throwing the gauntlet down some new drums in 2020. <<yes>> please. Wow. That goes for polo G and NBA. Just fly that in for the other team. 

","JC2",138.066747,437.4247473,438.043343,618.5957876
"121","Popcast4",25,"wow","BehaviorSurprise","1stPerson","Present",NA,FALSE,"None",FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"wow","JP: a Linn drum machine, get yourself a different- john is throwing the gauntlet down some new drums in 2020. Yes, please. <<wow>> That goes for polo G and NBA. Just fly that in for the other team. 
JC1: Man. So I was cleaning my car 

","JC1",133.7993031,439.2814858,440.2616071,980.1212687
"122","Popcast4",26,"yeah","Answer","1stPerson","Present","you want me to tell it",FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"yeah","JC2: think you've already told this story on the Popcast. 
JC1: I have? 
JC2: I don't know, maybe just to me. 
CG: {LG} 
JC1: Our personal Popcast. 
JC2: {LG} 
JC1: Private p- -- private podcast. 
JC2: You want me to tell it- 
JC1: <<yeah>> go ahead. 
JC2: -as you? 
JC1: Go ahead, go ahead. 
JC2: Jon, from what I recall, you know, I'm writing a -- this is me writing a feature on Jon Caramanica. 
CG: {LG} 
JC2: Jon Caramanica cleaning out his car. It's a 

","JC1",252.1135761,463.33,463.6061628,276.1628187
"123","Popcast4",27,"absolutely","ContentAgreement","1stPerson","Present",NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"absolutely","JC2: mean songs and dark, depressed songs. He's -- I feel like he's both a -- he's like both a victim and a perpetrator in this album in such a- 
JC1: <<absolutely>> 
JC2: -such a way that plays off of each other. Is that -- is that accurate? 
JC1: Yeah. That is a true story, and I have not felt this, like, emotionally 

","JC1",104.1961965,502.789,503.349,560
"124","Popcast4",28,"yeah","Answer","1stPerson","Present",NA,FALSE,"None",FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"yeah","JC2: -- I feel like he's both a -- he's like both a victim and a perpetrator in this album in such a- 
JC1: Absolutely. 
JC2: -such a way that plays off of each other. Is that -- is that accurate? 
JC1: <<yeah>> That is a true story, and I have not felt this, like, emotionally provoked by a rap record, probably since like a early Drake record. 

","JC1",142.586959,507.479,508.02,541
"125","Popcast4",29,"true","NotParticle",NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"true","JC2: a -- he's like both a victim and a perpetrator in this album in such a- 
JC1: Absolutely. 
JC2: -such a way that plays off of each other. Is that -- is that accurate? 
JC1: Yeah. That is a <<true>> story, and I have not felt this, like, emotionally provoked by a rap record, probably since like a early Drake record. Like 

","JC1",NA,508.59,508.8,210
"126","Popcast4",30,NA,"ContentAgreement","1stPerson","Present",NA,FALSE,"None",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yeah","JC1: not felt this, like, emotionally provoked by a rap record, probably since like a early Drake record. Like it's- 
JC2: It's a very different thing than- 
JC1: <<yeah>> no, it's completely opposite. Except in the singing and rapping hybrid, which Drake pioneered in the 2010s. {LG} 
JC2: {LG} 
CG: Are we keeping that in? {LG} 
JC1: In 

","JC1",237.3620706,520.275,520.525,250
"127","Popcast4",31,"no",NA,"1stPerson",NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,"no","JC1: felt this, like, emotionally provoked by a rap record, probably since like a early Drake record. Like it's- 
JC2: It's a very different thing than- 
JC1: Yeah, <<no>> it's completely opposite. Except in the singing and rapping hybrid, which Drake pioneered in the 2010s. {LG} 
JC2: {LG} 
CG: Are we keeping that in? {LG} 
JC1: In the 

","JC1",172.7359053,520.725,520.875,150
"128","Popcast4",32,"oh my god",NA,"1stPerson",NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"oh","JC1: hybrid, which Drake pioneered in the 2010s. {LG} 
JC2: {LG} 
CG: Are we keeping that in? {LG} 
JC1: In the 2010s as part of the decade package. <<oh>> my God. So, this album, to me, and I like NBA YoungBoy, like I've written about him before, you know, lot of his projects 

","JC1",138.3694592,534.345,534.645,300
"129","Popcast4",33,"right","NotParticle",NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"right","JC1: melodies are like much brighter as melodies. And so these two albums to me are, like, sort of like opposite sides of the same coin this year. And I think it's really telling of the best rap music being made <<right>> now. Ease music like this and yeah, both of these records, very, very emotional if you open your heart to them. 
JC2: You want to play an NBA YoungBoy song? 
JC1: Yeah, let's play 

","JC1",94.27009804,580.609,580.849,240
"130","Popcast4",34,"yeah",NA,"1stPerson",NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,"yeah","JC1: like, sort of like opposite sides of the same coin this year. And I think it's really telling of the best rap music being made right now. Ease music like this and <<yeah>> both of these records, very, very emotional if you open your heart to them. 
JC2: You want to play an NBA YoungBoy song? 
JC1: Yeah, let's play -- first of all, you should play every NBA YoungBoy song 

","JC1",154.1302242,584.535,584.775,240
"131","Popcast4",35,"yeah","Answer","1stPerson","Present","you want to play an nba youngboy song",FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"yeah","JC1: being made right now. Ease music like this and yeah, both of these records, very, very emotional if you open your heart to them. 
JC2: You want to play an NBA YoungBoy song? 
JC1: <<yeah>> let's play -- first of all, you should play every NBA YoungBoy song ten times over. For these purposes, let's play Lonely Child. 

","JC1",148.112922,590.145,590.535,390
"132","Popcast4",36,"yeah","Answer","1stPerson","Present","you mean would i just make them three and four",FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"yeah","JC1: {MS} 
CG: What would you do if you had to make your list without doubling up? 
JC1: You mean, would I just make them three and four- 
CG: <<yeah>> 
JC1: -or would I somehow like make them three and nine. 
CG: Do you think that they're both worthy of the spot or do you include them together- 
JC1: Yeah -- yeah. 
CG: -because they're thematically similar? 
JC1: Both. I wouldn't -- if -- if -- if the 

","CG",190.684662,642.56,642.67,110
"133","Popcast4",37,"yeah",NA,"1stPerson","Present",NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"yeah","CG: without doubling up? 
JC1: You mean, would I just make them three and four- 
CG: Yeah. 
JC1: -or would I somehow like make them three and nine. 
CG: Do you think that they're both worthy of the spot or do you include them together- 
JC1: <<yeah>> -- yeah. 
CG: -because they're thematically similar? 
JC1: Both. I wouldn't -- if -- if -- if the Polo G record was like materially worse than the YoungBoy record, I wouldn't do it. I would space 

","JC1",NA,648.2837121,648.493666,209.9538268
"134","Popcast4",38,"yeah","Answer","1stPerson","Present","do you think that they're both worthy of the spot or do you include them together",FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"yeah","CG: without doubling up? 
JC1: You mean, would I just make them three and four- 
CG: Yeah. 
JC1: -or would I somehow like make them three and nine. 
CG: Do you think that they're both worthy of the spot or do you include them together- 
JC1: Yeah <<yeah>> 
CG: -because they're thematically similar? 
JC1: Both. I wouldn't -- if -- if -- if the Polo G record was like materially worse than the YoungBoy record, I wouldn't do it. I would space 

","JC1",171.4656299,648.493666,648.7063112,212.6452596
"135","Popcast4",39,"yes",NA,"1stPerson",NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"yes","JC1: like I'd rather tell the story, the bigger picture story by putting them as a unit. 
CG: You're fortunate you work with such a flexible editor who permits such- 
JC1: I often think that. 
CG: <<yes>> 
JC2: Do you want to do a minute on Kim Petras? I've been a little surprised by your continued support of this album this year. 
JC1: Yeah, uh w- -- because why? 
JC2: Uh- 
CG: Uh- 
JC2: There's a thing- 

","CG",166.0937078,687.495,687.735,240
"136","Popcast4",40,"yeah","Answer","1stPerson","Present","do you want to do a minute on kim petras",FALSE,"None",FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"yeah","CG: flexible editor who permits such- 
JC1: I often think that. 
CG: Yes. 
JC2: Do you want to do a minute on Kim Petras? I've been a little surprised by your continued support of this album this year. 
JC1: <<yeah>> uh w- -- because why? 
JC2: Uh- 
CG: Uh- 
JC2: There's a thing- 
JC1: {LG} 
CG: {LG} 
JC2: I'm not talking about Dr. Luke- 
CG: Nah. 
JC2: -we could talk about that on another Popcast. 
JP: Well plus, if Billie Eilish 

","JC1",227.3515182,693.619,694.1608471,541.8471381
"137","Popcast4",41,"nah",NA,"1stPerson","Present","i'm not talking about dr luke",FALSE,"None",TRUE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"nah","JC2: by your continued support of this album this year. 
JC1: Yeah, uh w- -- because why? 
JC2: Uh- 
CG: Uh- 
JC2: There's a thing- 
JC1: {LG} 
CG: {LG} 
JC2: I'm not talking about Dr. Luke- 
CG: <<nah>> 
JC2: -we could talk about that on another Popcast. 
JP: Well plus, if Billie Eilish is too pop- 
JC1: I didn't say she's too pop. 
JC2: So my thing about Kim Petras- 
JC1: She's too classicist. 
CG: Yes. 
JC2: -my thing about Kim Petras, I believe 

","CG",119.4277526,701.2116775,701.9394634,727.7858886
"138","Popcast4",42,"well","Well",NA,NA,"we could talk about that on another popcast",FALSE,"None",FALSE,FALSE,NA,NA,NA,NA,"None",FALSE,NA,NA,NA,NA,NA,NA,"well","JC1: Yeah, uh w- -- because why? 
JC2: Uh- 
CG: Uh- 
JC2: There's a thing- 
JC1: {LG} 
CG: {LG} 
JC2: I'm not talking about Dr. Luke- 
CG: Nah. 
JC2: -we could talk about that on another Popcast. 
JP: <<well>> plus, if Billie Eilish is too pop- 
JC1: I didn't say she's too pop. 
JC2: So my thing about Kim Petras- 
JC1: She's too classicist. 
CG: Yes. 
JC2: -my thing about Kim Petras, I believe there's, and this is not about 

","JP",NA,702.5070127,702.746613,239.6002925
"139","Popcast4",43,"yes","ContentAgreement","1stPerson","Present","she's too classicist",FALSE,"None",FALSE,TRUE,NA,NA,NA,NA,NA,FALSE,FALSE,"classicist","PPT",NA,NA,NA,"yes","CG: {LG} 
JC2: I'm not talking about Dr. Luke- 
CG: Nah. 
JC2: -we could talk about that on another Popcast. 
JP: Well plus, if Billie Eilish is too pop- 
JC1: I didn't say she's too pop. 
JC2: So my thing about Kim Petras- 
JC1: She's too classicist. 
CG: <<yes>> 
JC2: -my thing about Kim Petras, I believe there's, and this is not about her specifically, but I believe there's a class of artists that does, and some might put Gecs 

","CG",NA,708.41,708.819,409
"140","Popcast4",44,"yeah",NA,"1stPerson",NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"yeah","JC2: does pop with single quotation marks around it. And often, to me, it's just worse than the capital P pop. 
JC1: The thing it's referencing? 
JC2: <<yeah>> And this feels a little -- it's both. But- 
CG: That's actually how I felt about Charli X C X's his records this year. 
JC2: So, I'm not going to name names, but as I said- 
CG: Oh, okay. 
JC2: -there's a class of these artists- 

","JC2",122.1139524,733.5677513,733.8942067,326.4553986
