"dir","region","annotator","text","discRole","evBasis","antPres","antText","antEmbed","antMod","antNeg","antSubj","emb","embTense","embSubj","comText","comMod","comNeg","comSubj","subjPred","subjPredType","ovExp","ovExpExp","ovExpInt","target","fullText","Speaker","F0","Start","End","Duration"
"Popcast5",108,"annRL","no","ContentDisagreement","1stPerson","Present","you don't love it when we say that i will catch up on harry styles",FALSE,"None",TRUE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"no","JC2: need to know your thoughts on the new Harry Styles album.' I will say, I have not listened to it- 
CG: I have. 
JC2: But I will eventually. 
JC1: I thought J P- 
JC2: I know, Caryn, you don't love it when we say that, I will catch up on Harry Styles. 
CG: <<no>> no, no, that's fine, that's not a problem. 
JC2: It's been a busy month. 
JC1: I also -- J P wrote a very, very solid and thorough double review of Harry and Camilla. Finding 

",NA,NA,NA,NA,NA
"Popcast5",68,"annRL","yes","ContentAgreement","OwnKnowledge","Present","it did make your list",TRUE,"None",FALSE,FALSE,"though","None","None",NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"yes","CG: don't each of you just pick one or two songs that you feel are emblematic. 
JC2: You guys heard of 'Old Town Road'? 
JC1: Only the Mason Ramsey verse. 
JC2: Yeah, don't pick that one. 
JC1: {LG} 
JC2: Though it did make your list. 
JC1: <<yes>> 
CG: We've -- we've discussed that. But what other songs would you say from your list encapsulate your year? 
JC1: I never wrote about Sech this year. He's a Panamanian reggaeton singer 

",NA,NA,NA,NA,NA
"Popcast5",54,"annRL","wow","NotParticle",NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"wow","JC1: pasted together. Very Kanye, so to me that's probably the most complete song on here. I mean look, 'Water' is a phenomenal record to me. <<wow>> 'Hands On' feels very, like, in the sort of, like, uptempo nineties to two thousands gospel tradition. Like I liked that, but probably 'Use This Gospel' is the one that, 

",NA,NA,NA,NA,NA
"Popcast5",40,"annRL","true","NotParticle",NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"true","JC1: stans that I'm allowed to dislike, and there are people that Caryn stans that I'm not allowed to dislike. 
JC2: By whose rules? 
JC1: By Caryn's rules. 
CG: I'm not sure that's true. What- who are we talking about? 
JC1: Oh, it's <<true>> What do you mean you're not sure if it's true? It's definitely true. 
CG: Now you're releasing the chats? What is happening? 
JC2: All right, I feel like we've held Caramanica's feet to the fire on this 

",NA,NA,NA,NA,NA
"Popcast5",97,"annRL","no","Answer","OwnKnowledge","Present","and not this one",FALSE,"None",TRUE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"no","JC1: popping until like January or February. So- 
CG: Was it -- Jon, if this was what was in your heart in twenty nineteen then that's all that matters. 
JC1: To be fair, there were a number of other songs that I disqualified on tech- -- on technicalities in this- 
JC2: And not this one? 
JC1: <<no>> I didn't realize the technicality existed! {LG} 
JC2: We do not have fact-checkers. 
JC1: No! 
JC2: In the Arts section of the New York Times. 
JP: Or technicalities! 
JC1: Yeah, true story. 
JC2: JP, you got one more? 
JP: Yeah 

",NA,NA,NA,NA,NA
"Popcast5",83,"annRL","true","NotParticle",NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"true","JC1: {LG} 
CG: That's what made it so good. 
JC1: So let's hear 'Sweet But Psycho' by the Albanian diva, Ava Max. 
JC2: One of many. 
JC1: Yes, <<true>> story. {MS} 
CG: I 

",NA,NA,NA,NA,NA
"Popcast5",82,"annRL","yes","ContentAgreement","1stPerson","Present","one of many",FALSE,"None",FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"yes","JC1: me. {LG} 
CG: That's what made it so good. 
JC1: So let's hear 'Sweet But Psycho' by the Albanian diva, Ava Max. 
JC2: One of many. 
JC1: <<yes>> true story. {MS} 
CG: I 

",NA,NA,NA,NA,NA
"Popcast5",96,"annRL","fair","NotParticle",NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"fair","JC1: that shouldn't be on the list cause they're right. {LG} But anyway, the song wasn't really popping until like January or February. So- 
CG: Was it -- Jon, if this was what was in your heart in twenty nineteen then that's all that matters. 
JC1: To be <<fair>> there were a number of other songs that I disqualified on tech- -- on technicalities in this- 
JC2: And not this one? 
JC1: No, I didn't realize the technicality existed! {LG} 
JC2: We do not have fact-checkers. 
JC1: No! 

",NA,NA,NA,NA,NA
"Popcast5",41,"annRL","sure","NotParticle",NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"sure","JC1: and there are people that Caryn stans that I'm not allowed to dislike. 
JC2: By whose rules? 
JC1: By Caryn's rules. 
CG: I'm not sure that's true. What- who are we talking about? 
JC1: Oh, it's true! What do you mean you're not <<sure>> if it's true? It's definitely true. 
CG: Now you're releasing the chats? What is happening? 
JC2: All right, I feel like we've held Caramanica's feet to the fire on this long enough. I will go out with one- 
JC1: Read 

",NA,NA,NA,NA,NA
"Popcast5",55,"annRL","yes","BehaviorAgreement","1stPerson","Present","but if it's the second best version that kanye himself has made is it  can it be a defining song you don't have to answer that we can move on",FALSE,"None",FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"yes","JC1: hear it, like really, really sets a fire. 
JC2: But if it's the second best version that Kanye himself has made, is it -- can it be a defining song? You don't have to answer that. We can move on. 
JC1: <<yes>> Yes! 
CG: It is the best -- that is the song I was referring to as the only good song on the album. So, that is the one. 
JC1: Okay. At least we got it, but -- and again, it's one -- one click better than Ten K Cash. 
JC2: Okay. So 'Jesus 

",NA,NA,NA,NA,NA
"Popcast5",69,"annRL","yes","ContentAgreement","1stPerson","Present","quietly the most popular",FALSE,"None",FALSE,TRUE,NA,NA,NA,NA,NA,FALSE,FALSE,"popular","PPT",NA,NA,NA,"yes","JC1: like, took over like the La Mega -- you know, like the La Mega universe. 
JC2: The NBA Young Boy of reggaeton? 
JC1: {LG} 
JC2: Quietly, the most popular. 
JC1: <<yes>> So he had a song that was called 'Otro Trago'. There's the original version, which features Darell, who's a rapper. There's a remix that has a whole bunch of people on it, but it's super superfluous 

",NA,NA,NA,NA,NA
"Popcast5",69,"annRL","yes","ContentAgreement","1stPerson","Present","quietly the most popular",FALSE,"None",FALSE,TRUE,NA,NA,NA,NA,NA,FALSE,FALSE,"quietly","PPT",NA,NA,NA,"yes","JC1: like, took over like the La Mega -- you know, like the La Mega universe. 
JC2: The NBA Young Boy of reggaeton? 
JC1: {LG} 
JC2: Quietly, the most popular. 
JC1: <<yes>> So he had a song that was called 'Otro Trago'. There's the original version, which features Darell, who's a rapper. There's a remix that has a whole bunch of people on it, but it's super superfluous 

",NA,NA,NA,NA,NA
"Popcast5",43,"annRL","true","NotParticle",NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"true","JC1: to dislike. 
JC2: By whose rules? 
JC1: By Caryn's rules. 
CG: I'm not sure that's true. What- who are we talking about? 
JC1: Oh, it's true! What do you mean you're not sure if it's true? It's definitely <<true>> 
CG: Now you're releasing the chats? What is happening? 
JC2: All right, I feel like we've held Caramanica's feet to the fire on this long enough. I will go out with one- 
JC1: Read the rest -- wait, read the rest of my list. 
JC2: I will, I will, I want --  I want to go out with 

",NA,NA,NA,NA,NA
"Popcast5",57,"annRL","okay","Phatic",NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"okay","JC2: Kanye himself has made, is it -- can it be a defining song? You don't have to answer that. We can move on. 
JC1: Yes. Yes! 
CG: It is the best -- that is the song I was referring to as the only good song on the album. So, that is the one. 
JC1: <<okay>> At least we got it, but -- and again, it's one -- one click better than Ten K Cash. 
JC2: Okay. So 'Jesus is King' by Kanye West, {LG} a little bit better than 'The Creator' by 

",NA,NA,NA,NA,NA
"Popcast5",80,"annRL","yes","ContentAgreement","1stPerson","Present","equinox classic",FALSE,"None",FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"yes","JC1: said 'Really grateful you put a good Lady Gaga song on your list.' 
CG: Yeah. 
JC1: Or something like that. 
CG: That's better! 
JC2: I mean, this song is a slammer. This is like an- 
CG: It is. 
JC2: -Equinox classic. And I don't even go there. 
JC1: <<yes>> {NI} Chris Black, who I- he- he hit me when I posted my songs list, he hit me about it. And he did not mention that it was connected to working out, but immediately I hit him 

",NA,NA,NA,NA,NA
"Popcast5",94,"annRL","okay","Phatic",NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"okay","JC1: L. It's not nor- -- it's not normally how I function. 
CG: I was -- I was going to say something to you. 
JC1: You should have said something. 
JC2: When did it come out? 
JC1: The video came out August twenty-seventh, two thousand eighteen. Yeah, that was pretty early. Okay, well. No, no, no. I'll take that out. <<okay>> So I, uh -- I guess I apologize to the purists who, uh, feel that shouldn't be on the list cause they're right. {LG} But anyway, the song wasn't really popping until like January 

",NA,NA,NA,NA,NA
"Popcast5",95,"annRL","right","NotParticle",NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"right","JC1: August twenty-seventh, two thousand eighteen. Yeah, that was pretty early. Okay, well. No, no, no. I'll take that out. Okay. So I, uh -- I guess I apologize to the purists who, uh, feel that shouldn't be on the list cause they're <<right>> {LG} But anyway, the song wasn't really popping until like January or February. So- 
CG: Was it -- Jon, if this was what was in your heart in twenty nineteen then that's all that matters. 
JC1: To be fair, there were a number of other songs that I disqualified 

",NA,NA,NA,NA,NA
"Popcast5",81,"annRL","yes","NotParticle",NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"yes","JC1: posted my songs list, he hit me about it. And he did not mention that it was connected to working out, but immediately I hit him back and I was just like, 'Does this go off at Soul Cycle?' And he was like <<yes>> 
JC2: Everyone I know who goes to the gym loves this song. 
CG: It's a great song. 
JC1: And al- -- and also me. {LG} 
CG: That's what made it so good. 
JC1: So let's 

",NA,NA,NA,NA,NA
"Popcast5",42,"annRL","true","NotParticle",NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"true","JC1: people that Caryn stans that I'm not allowed to dislike. 
JC2: By whose rules? 
JC1: By Caryn's rules. 
CG: I'm not sure that's true. What- who are we talking about? 
JC1: Oh, it's true! What do you mean you're not sure if it's <<true>> It's definitely true. 
CG: Now you're releasing the chats? What is happening? 
JC2: All right, I feel like we've held Caramanica's feet to the fire on this long enough. I will go out with one- 
JC1: Read the rest -- wait, read the 

",NA,NA,NA,NA,NA
"Popcast2",4,"annRL","yeah","ContentAgreement","1stPerson","Present","really tying the decade together there",FALSE,"None",FALSE,TRUE,NA,NA,NA,NA,NA,FALSE,FALSE,"really","PPT",NA,NA,NA,"yeah","JP: fear. 
JC1: {LG} 
JP: She's exploring {PS} all kinds of {PS} dark and twisted fantasies in a beautiful way. 
JC1: Oh. 
JP: Oh. 
JC1: Really tying the decade together there. 
JP: [[Mhm]] <<yeah>> 
JC1: Stitchin' it up. 
JP: But also -- and -- I just like the crazy things they do in sound- 
JC1: Yeah. 
- JP: which is to make, little creepy sounds much more important than {LG} 

","JP",NA,23.03,23.05,20
"Popcast2",10,"annRL","interesting","NotParticle",NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"interesting","JP: people are already stealing [[from her]]. 
JC1: Yeah, but- also we know this is also in least in part borrowed from a lot of things that have been happening on SoundCloud for the past five years. {BR} so it's <<interesting>> to see Billie who is- has become effectively a centrist pop-star but using to my year many reference points that come very explicitly 

","JC1",NA,61.71,62.1,390
"Popcast2",11,"annRL","right","NotParticle",NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"right","NA: That was “one thousand Gecs”, my number one album of the year. In my heart and in the New York Times. The look that Caryn is giving me <<right>> now. Caryn! Are you not on the Gecs train yet? 
CG: No! I’m fine with them. 
JC1: I- {LG} Yeah! 
JC2: Yeah! You either hate it or- or- 
JC1: yeah, yeah! 
- JC2: or you’re a thousand Gecs 

",NA,125.6844964,167.18,167.4,220
"Popcast2",5,"annRL","yeah","ContentAgreement","1stPerson","Present","the crazy things they do in sound",TRUE,"None",FALSE,TRUE,"i just like","Present","1st",NA,NA,FALSE,FALSE,"crazy","PPT",NA,NA,NA,"yeah","JP: twisted fantasies in a beautiful way. 
JC1: Oh. 
JP: Oh. 
JC1: Really tying the decade together there. 
JP: [[Mhm]] yeah. 
JC1: Stitchin' it up. 
JP: But also -- and -- I just like the crazy things they do in sound- 
JC1: <<yeah>> 
- JP: which is to make, little creepy sounds much more important than {LG} -- than the bass and drums. The whole sort of Alice in Wonderland inside-out 

","JC1",135.7433752,27.46,27.48,20
"Popcast2",13,"annRL","fine","NotParticle",NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"fine","NA: number one album of the year. In my heart and in the New York Times. The look that Caryn is giving me right now. Caryn! Are you not on the Gecs train yet? 
CG: No! I’m <<fine>> with them. 
JC1: I- {LG} Yeah! 
JC2: Yeah! You either hate it or- or- 
JC1: yeah, yeah! 
- JC2: or you’re a thousand Gecs up. 
JC1: yeah- 
JC2: You gotta go to the show. 
JC1: Joe [[did we have a great time at the show?]] 
JC2: Yeah, 

","CG",136.6701441,170.66,170.9,240
"Popcast2",7,"annRL","agree","NotParticle",NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"agree","- JP: important than {LG} -- than the bass and drums. The whole sort of Alice in Wonderland inside-out sound of it, is really fascinating to me. 
JC1: Yeah, I would <<agree>> like to me the- composition and the texture of this record feels very signature and it feels like a- {BR} thing people that people will refer to for the next five years. 
JP: Well, people are already stealing 

","JC1",131.4760163,41.95,42.52,570
"Popcast2",6,"annRL","yeah","ContentAgreement","1stPerson","Present","the whole sort of alice in wonderland insideout sound of it is really fascinating to me",FALSE,"None",FALSE,TRUE,NA,NA,NA,NA,NA,FALSE,FALSE,"really fascinating","PPT",NA,NA,NA,"yeah","- JP: much more important than {LG} -- than the bass and drums. The whole sort of Alice in Wonderland inside-out sound of it, is really fascinating to me. 
JC1: <<yeah>> I would agree, like to me the- composition and the texture of this record feels very signature and it feels like a- {BR} thing people that people will refer to for the next five years. 

","JC1",163.8326669,41.1,41.38,280
"Popcast2",12,"annRL","no","Answer","1stPerson","Present","are you not on the gecs train yet",FALSE,"None",FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"no","NA: my number one album of the year. In my heart and in the New York Times. The look that Caryn is giving me right now. Caryn! Are you not on the Gecs train yet? 
CG: <<no>> I’m fine with them. 
JC1: I- {LG} Yeah! 
JC2: Yeah! You either hate it or- or- 
JC1: yeah, yeah! 
- JC2: or you’re a thousand Gecs up. 
JC1: yeah- 
JC2: You gotta go to the show. 
JC1: Joe [[did we have a great time at the 

","CG",373.1201697,170.47,170.49,20
"Popcast2",16,"annRL","yeah","ContentAgreement","1stPerson","Present","you either hate it or",FALSE,"None",FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"yeah","NA: The look that Caryn is giving me right now. Caryn! Are you not on the Gecs train yet? 
CG: No! I’m fine with them. 
JC1: I- {LG} Yeah! 
JC2: Yeah! You either hate it or- or- 
JC1: <<yeah>> yeah! 
- JC2: or you’re a thousand Gecs up. 
JC1: yeah- 
JC2: You gotta go to the show. 
JC1: Joe [[did we have a great time at the show?]] 
JC2: Yeah, more than once. 
JC1: Everybody I know at the show had a great time. 
JC2: I think, you know when I see- 
JC1: The shows? 

","JC1",135.3895681,175.46,175.75,290
"Popcast2",2,"annRL","oh","Mimicry","Other","Present","oh",FALSE,"None",FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"oh","JP: She's exploring power, she's exploring fear. 
JC1: {LG} 
JP: She's exploring {PS} all kinds of {PS} dark and twisted fantasies in a beautiful way. 
JC1: Oh. 
JP: <<oh>> 
JC1: Really tying the decade together there. 
JP: [[Mhm]] yeah. 
JC1: Stitchin' it up. 
JP: But also -- and -- I just like the crazy things they do in sound- 
JC1: Yeah. 
- JP: which is to make, little creepy sounds 

","JP",201.926656,20.63,20.779,149
"Popcast2",3,"annRL","mhm","ContentAgreement","1stPerson","Present","really tying the decade together there",FALSE,"None",FALSE,TRUE,NA,NA,NA,NA,NA,FALSE,FALSE,"really","PPT",NA,NA,NA,"mhm","JP: fear. 
JC1: {LG} 
JP: She's exploring {PS} all kinds of {PS} dark and twisted fantasies in a beautiful way. 
JC1: Oh. 
JP: Oh. 
JC1: Really tying the decade together there. 
JP: <<mhm>> yeah. 
JC1: Stitchin' it up. 
JP: But also -- and -- I just like the crazy things they do in sound- 
JC1: Yeah. 
- JP: which is to make, little creepy sounds much more important than {LG} 

","JP",115.8094966,22.9,23.02,120
"Popcast2",17,"annRL","yeah","ContentAgreement","1stPerson","Present","you either hate it or",FALSE,"None",FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"yeah","NA: The look that Caryn is giving me right now. Caryn! Are you not on the Gecs train yet? 
CG: No! I’m fine with them. 
JC1: I- {LG} Yeah! 
JC2: Yeah! You either hate it or- or- 
JC1: yeah, <<yeah>> 
- JC2: or you’re a thousand Gecs up. 
JC1: yeah- 
JC2: You gotta go to the show. 
JC1: Joe [[did we have a great time at the show?]] 
JC2: Yeah, more than once. 
JC1: Everybody I know at the show had a great time. 
JC2: I think, you know when I see- 
JC1: The shows? 

","JC1",113.8090992,175.75,175.95,200
"Popcast2",1,"annRL","oh","ContentSurprise","1stPerson","Present","she's exploring {ps} all kinds of {ps} dark and twisted fantasies in a beautiful way",FALSE,"None",FALSE,TRUE,NA,NA,NA,NA,NA,FALSE,FALSE,"beautiful","PPT",NA,NA,NA,"oh","JP: whisper. She's exploring power, she's exploring fear. 
JC1: {LG} 
JP: She's exploring {PS} all kinds of {PS} dark and twisted fantasies in a beautiful way. 
JC1: <<oh>> 
JP: Oh. 
JC1: Really tying the decade together there. 
JP: [[Mhm]] yeah. 
JC1: Stitchin' it up. 
JP: But also -- and -- I just like the crazy things they do in sound- 
JC1: Yeah. 
- JP: which is to make, little creepy sounds 

","JC1",162.8343458,20,20.57,570
"Popcast2",15,"annRL","yeah","Phatic","1stPerson","Present","i’m fine with them",FALSE,"None",FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"yeah","NA: In my heart and in the New York Times. The look that Caryn is giving me right now. Caryn! Are you not on the Gecs train yet? 
CG: No! I’m fine with them. 
JC1: I- {LG} Yeah! 
JC2: <<yeah>> You either hate it or- or- 
JC1: yeah, yeah! 
- JC2: or you’re a thousand Gecs up. 
JC1: yeah- 
JC2: You gotta go to the show. 
JC1: Joe [[did we have a great time at the show?]] 
JC2: Yeah, more than once. 
JC1: Everybody I know at the show had a great time. 
JC2: I think, 

","JC2",180.6906871,173.46,173.69,230
"Popcast2",14,"annRL","yeah","BehaviorAgreement","1stPerson","Present","i’m fine with them",FALSE,"None",FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"yeah","NA: In my heart and in the New York Times. The look that Caryn is giving me right now. Caryn! Are you not on the Gecs train yet? 
CG: No! I’m fine with them. 
JC1: I- {LG} <<yeah>> 
JC2: Yeah! You either hate it or- or- 
JC1: yeah, yeah! 
- JC2: or you’re a thousand Gecs up. 
JC1: yeah- 
JC2: You gotta go to the show. 
JC1: Joe [[did we have a great time at the show?]] 
JC2: Yeah, more than once. 
JC1: Everybody I know at the show had a great time. 
JC2: I 

","JC1",134.0788234,173.16,173.46,300
"Popcast2",25,"annRL","yeah","ContentAgreement","1stPerson","Present","not much",TRUE,"None",TRUE,FALSE,"but like","None","None",NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"yeah","JC1: lawless in the sense that I'm not convinced that they know how to put on a show. 
JC2: Right?! [] {LG} They got- better in between that and- that was what? Their second ever [[show]]. 
JC1: Yes! But like not much. 
JC2: Yeah not that much. 
JC1: <<yeah>> not much! and o- bu- that-that's kinda fun. Look! I feel like pop has become very stitched tight whether it's [[Post-Drake pop]] or... Taylor or... 

","JC1",288.0280446,237.42,237.649,229
"Popcast2",19,"annRL","no","ContentDisagreement","1stPerson","Present","i just don't think you’re really equipped",TRUE,"None",TRUE,TRUE,"if you haven't been in a room with other people [[pogoing]] then","Past","2nd",NA,NA,FALSE,FALSE,"really","PPT",NA,NA,NA,"no","JC2: building tweeting their [[Anti-Gecs]] feelings. If you haven't been in a room with other people [[pogoing]], then I just don't think you’re really equipped- 
JC1: First of all <<no>> no, first of all, I don't need to be in a room to know. I know. Number two! I have those people muted [[so]]... {LG} who can even -- who can even say who those people are. But yes! There 

","JC1",NA,198.9,199,100
"Popcast2",18,"annRL","yeah","Answer","1stPerson","Present","did we have a great time at the show",FALSE,"None",FALSE,TRUE,NA,NA,NA,NA,NA,FALSE,FALSE,"great","PPT",NA,NA,NA,"yeah","CG: fine with them. 
JC1: I- {LG} Yeah! 
JC2: Yeah! You either hate it or- or- 
JC1: yeah, yeah! 
- JC2: or you’re a thousand Gecs up. 
JC1: yeah- 
JC2: You gotta go to the show. 
JC1: Joe [[did we have a great time at the show?]] 
JC2: <<yeah>> more than once. 
JC1: Everybody I know at the show had a great time. 
JC2: I think, you know when I see- 
JC1: The shows? 
JC2: -people that we know, some people in this building tweeting their [[Anti-Gecs]] feelings. 

","JC2",266.4074285,180.86,181.18,320
"Popcast2",24,"annRL","yeah","ContentAgreement","1stPerson","Present","not much",TRUE,"None",TRUE,FALSE,"but like","None","None",NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"yeah","JC1: lawless in the sense that I'm not convinced that they know how to put on a show. 
JC2: Right?! [] {LG} They got- better in between that and- that was what? Their second ever [[show]]. 
JC1: Yes! But like not much. 
JC2: <<yeah>> not that much. 
JC1: Yeah not much! and o- bu- that-that's kinda fun. Look! I feel like pop has become very stitched tight whether it's [[Post-Drake pop]] or... Taylor 

","JC2",NA,237.079,237.148,69
"Popcast2",26,"annRL","yeah","ContentAgreement","1stPerson","Present","really gratifying this year",TRUE,"None",FALSE,TRUE,"have found it","Past","1st",NA,NA,FALSE,FALSE,"really","PPT",NA,NA,NA,"yeah","JC1: sensibilities kinda core doing something that is so like- basically like shards, shards of things. And that's I- I- I have found it really gratifying this year and, J P! 
JP: <<yeah>> I know, it was on both of our lists! I know, I was gonna say, this is the 
CG: overlap. 
JC1: I got in your he- -- I got in your head! Not quite! {LG} I love it! 
JC2: I love it! {LG} What do you like about it J P? 
JP: The 

","JP",119.7245179,275.03,275.09,60
"Popcast2",23,"annRL","yes","ContentAgreement","1stPerson","Present","they got better in between",TRUE,"None",FALSE,FALSE,"that and that was what","Past","None",NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"yes","JC2: show was happening. {BR} 
JC1: And also lawless in the sense that I'm not convinced that they know how to put on a show. 
JC2: Right?! [] {LG} They got- better in between that and- that was what? Their second ever [[show]]. 
JC1: <<yes>> But like not much. 
JC2: Yeah not that much. 
JC1: Yeah not much! and o- bu- that-that's kinda fun. Look! I feel like pop has become very stitched tight whether it's 

","JC1",NA,235.65,235.68,30
"Popcast2",22,"annRL","right","ContentAgreement","1stPerson","Present","lawless in the sense that i'm not convinced that they know how to put on a show",TRUE,"None",TRUE,FALSE,"and also","None","None",NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"right","JC1: was lawless in the sense that the ceiling below the floor was crumbling. 
JC2: As the show was happening. {BR} 
JC1: And also lawless in the sense that I'm not convinced that they know how to put on a show. 
JC2: <<right>> [] {LG} They got- better in between that and- that was what? Their second ever [[show]]. 
JC1: Yes! But like not much. 
JC2: Yeah not that much. 
JC1: Yeah not much! and o- bu- that-that's kinda fun. Look! 

","JC2",97.68624211,230.83,230.99,160
"Popcast2",8,"annRL","well","Well","Other","Present","thing people that people will refer to for the next five years",FALSE,"Epistemic",FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"well","JC1: would agree, like to me the- composition and the texture of this record feels very signature and it feels like a- {BR} thing people that people will refer to for the next five years. 
JP: <<well>> people are already stealing [[from her]]. 
JC1: Yeah, but- also we know this is also in least in part borrowed from a lot of things that have been happening on SoundCloud for the past five years. {BR} so it's 

","JP",259.3974511,51.62,51.69,70
"Popcast2",20,"annRL","no","ContentDisagreement","1stPerson","Present","i just don't think you’re really equipped",TRUE,"None",TRUE,TRUE,"if you haven't been in a room with other people [[pogoing]] then","Past","2nd",NA,NA,FALSE,FALSE,"really","PPT",NA,NA,NA,"no","JC2: tweeting their [[Anti-Gecs]] feelings. If you haven't been in a room with other people [[pogoing]], then I just don't think you’re really equipped- 
JC1: First of all -- no <<no>> first of all, I don't need to be in a room to know. I know. Number two! I have those people muted [[so]]... {LG} who can even -- who can even say who those people are. But yes! There is some 

","JC1",NA,199.1,199.489,389
"Popcast2",21,"annRL","yes","Answer","1stPerson","Distant",NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"yes","JC1: all -- no no, first of all, I don't need to be in a room to know. I know. Number two! I have those people muted [[so]]... {LG} who can even -- who can even say who those people are. But <<yes>> There is some very visceral and physical about that experience and also kinda- lawless, I don't know if it's too strong a word but certainly we went to the NYU 

","JC1",148.8537317,208.63,208.89,260
"Popcast2",9,"annRL","yeah","ContentAgreement","1stPerson","Present","people are already stealing [[from her]]",TRUE,"None",FALSE,FALSE,"well","None","None",NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"yeah","JC1: like to me the- composition and the texture of this record feels very signature and it feels like a- {BR} thing people that people will refer to for the next five years. 
JP: Well, people are already stealing [[from her]]. 
JC1: <<yeah>> but- also we know this is also in least in part borrowed from a lot of things that have been happening on SoundCloud for the past five years. {BR} so it's interesting to see Billie who 

","JC1",106.9575153,52.629,52.969,340
"Popcast3",4,"annRL","no","Answer","1stPerson","Present","do you think that the only irony functioning in this system is potentially ironic rap",FALSE,"None",FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"no","JC2: times, it feels like they're doing ironic rap. 
JC1: Do you think that the only irony functioning in this system is potentially ironic rap? 
JC2: <<no>> 
JC1: Right — so you think ironic rap amidst other ironic things. 
JC2: Yeah, but that's the one that would potentially make me uncomfortable if I saw it in a different 

","JC2",88.10384601,85.84942772,86.249,399.5722793
